,Experiment_ID,Genome,tissue
55256,SRX5496912,hg19,liver
55257,SRX5496913,hg19,liver
55258,SRX5496914,hg19,liver
55259,SRX5496915,hg19,liver
55260,SRX5496916,hg19,liver
55261,SRX5497045,hg19,liver
55262,SRX5497046,hg19,liver
55263,SRX5497047,hg19,liver
55264,SRX5497048,hg19,liver
55265,SRX5497049,hg19,liver
55266,SRX5497050,hg19,liver
55267,SRX5497051,hg19,liver
55268,SRX5497052,hg19,liver
55269,SRX5497053,hg19,liver
55270,SRX5497054,hg19,liver
55271,SRX5497055,hg19,liver
55272,SRX5497056,hg19,liver
55273,SRX5497057,hg19,liver
55274,SRX5497058,hg19,liver
55275,SRX5497059,hg19,liver
55276,SRX5497060,hg19,liver
55277,SRX5497061,hg19,liver
55278,SRX5497062,hg19,liver
55279,SRX5497063,hg19,liver
55280,SRX5497064,hg19,liver
55281,SRX5497065,hg19,liver
55282,SRX5497066,hg19,liver
55283,SRX5497067,hg19,liver
55284,SRX5497068,hg19,liver
55285,SRX5497069,hg19,liver
55286,SRX5497070,hg19,liver
55287,SRX5497071,hg19,liver
55288,SRX5497845,hg19,liver
55289,SRX5497846,hg19,liver
55290,SRX5497847,hg19,liver
55291,SRX5497848,hg19,liver
55292,SRX5497849,hg19,liver
55293,SRX5497850,hg19,liver
55294,SRX5497851,hg19,liver
55295,SRX5497852,hg19,liver
55296,SRX5497853,hg19,liver
55297,SRX5497854,hg19,liver
55298,SRX5497855,hg19,liver
55299,SRX5497856,hg19,liver
55300,SRX5497857,hg19,liver
55301,SRX5497858,hg19,liver
55302,SRX5497859,hg19,liver
55303,SRX5497860,hg19,liver
55304,SRX5497861,hg19,liver
55305,SRX5497862,hg19,liver
55306,SRX5497863,hg19,liver
55307,SRX5497864,hg19,liver
55308,SRX5497865,hg19,liver
55309,SRX5497866,hg19,liver
55310,SRX5497867,hg19,liver
55311,SRX5497868,hg19,liver
55312,SRX5497869,hg19,liver
55313,SRX5497870,hg19,liver
55314,SRX5497871,hg19,liver
55315,SRX5497872,hg19,liver
55316,SRX5497873,hg19,liver
55317,SRX5497874,hg19,liver
55318,SRX5497875,hg19,liver
55319,SRX5497876,hg19,liver
55320,SRX5497909,hg19,liver
55321,SRX5497910,hg19,liver
55322,SRX5497911,hg19,liver
55323,SRX5497912,hg19,liver
55324,SRX5497913,hg19,liver
55325,SRX5497914,hg19,liver
55326,SRX5497915,hg19,liver
55327,SRX5497916,hg19,liver
55328,SRX5497917,hg19,liver
55329,SRX5497918,hg19,liver
55330,SRX5497919,hg19,liver
55331,SRX5497920,hg19,liver
55332,SRX5497921,hg19,liver
55333,SRX5497922,hg19,liver
55334,SRX5497923,hg19,liver
55335,SRX5497924,hg19,liver
55336,SRX5497925,hg19,liver
55337,SRX5497926,hg19,liver
55338,SRX5497927,hg19,liver
55339,SRX5497928,hg19,liver
55340,SRX5497929,hg19,liver
55341,SRX5497930,hg19,liver
55342,SRX5497931,hg19,liver
55343,SRX5497932,hg19,liver
55344,SRX5497933,hg19,liver
55345,SRX5497934,hg19,liver
55346,SRX5497935,hg19,liver
55347,SRX5497936,hg19,liver
55348,SRX5497937,hg19,liver
55349,SRX5497938,hg19,liver
55350,SRX5497939,hg19,liver
55351,SRX5497940,hg19,liver
55352,SRX5497978,hg19,liver
55353,SRX5497979,hg19,liver
55354,SRX5497980,hg19,liver
55355,SRX5497981,hg19,liver
55356,SRX5497982,hg19,liver
55357,SRX5497983,hg19,liver
55358,SRX5497984,hg19,liver
55359,SRX5497985,hg19,liver
55360,SRX5497986,hg19,liver
55361,SRX5497987,hg19,liver
55362,SRX5497988,hg19,liver
55363,SRX5497989,hg19,liver
55364,SRX5497990,hg19,liver
55365,SRX5497991,hg19,liver
55366,SRX5497992,hg19,liver
55367,SRX5497993,hg19,liver
55368,SRX5497994,hg19,liver
55369,SRX5497995,hg19,liver
55370,SRX5497996,hg19,liver
55371,SRX5497997,hg19,liver
55372,SRX5497998,hg19,liver
55373,SRX5497999,hg19,liver
55374,SRX5498000,hg19,liver
55375,SRX5498001,hg19,liver
55376,SRX5498002,hg19,liver
55377,SRX5498003,hg19,liver
55378,SRX5498004,hg19,liver
55379,SRX5498005,hg19,liver
55380,SRX5498006,hg19,liver
55381,SRX5498007,hg19,liver
55382,SRX5498008,hg19,liver
55383,SRX5498009,hg19,liver
55384,SRX5498042,hg19,liver
55385,SRX5498043,hg19,liver
55386,SRX5498044,hg19,liver
55387,SRX5498045,hg19,liver
55388,SRX5498046,hg19,liver
55389,SRX5498047,hg19,liver
55390,SRX5498048,hg19,liver
55391,SRX5498049,hg19,liver
55392,SRX5498050,hg19,liver
55393,SRX5498051,hg19,liver
55394,SRX5498052,hg19,liver
55395,SRX5498053,hg19,liver
55396,SRX5498054,hg19,liver
55397,SRX5498055,hg19,liver
55398,SRX5498056,hg19,liver
55399,SRX5498057,hg19,liver
55400,SRX5498058,hg19,liver
55401,SRX5498059,hg19,liver
55402,SRX5498060,hg19,liver
55403,SRX5498061,hg19,liver
55404,SRX5498062,hg19,liver
55405,SRX5498063,hg19,liver
55406,SRX5498064,hg19,liver
55407,SRX5498065,hg19,liver
55408,SRX5498066,hg19,liver
55409,SRX5498067,hg19,liver
55410,SRX5498068,hg19,liver
55411,SRX5498069,hg19,liver
55412,SRX5498070,hg19,liver
55413,SRX5498071,hg19,liver
55414,SRX5498072,hg19,liver
55415,SRX5498073,hg19,liver
55416,SRX5498106,hg19,liver
55417,SRX5498107,hg19,liver
55418,SRX5498108,hg19,liver
55419,SRX5498109,hg19,liver
55420,SRX5498110,hg19,liver
55421,SRX5498111,hg19,liver
55422,SRX5498112,hg19,liver
55423,SRX5498113,hg19,liver
55424,SRX5498114,hg19,liver
55425,SRX5498115,hg19,liver
55426,SRX5498116,hg19,liver
55427,SRX5498117,hg19,liver
55428,SRX5498118,hg19,liver
55429,SRX5498119,hg19,liver
55430,SRX5498120,hg19,liver
55431,SRX5498121,hg19,liver
55432,SRX5498122,hg19,liver
55433,SRX5498123,hg19,liver
55434,SRX5498124,hg19,liver
55435,SRX5498125,hg19,liver
55436,SRX5498126,hg19,liver
55437,SRX5498127,hg19,liver
55438,SRX5498128,hg19,liver
55439,SRX5498129,hg19,liver
55440,SRX5498130,hg19,liver
55441,SRX5498131,hg19,liver
55442,SRX5498132,hg19,liver
55443,SRX5498133,hg19,liver
55444,SRX5498134,hg19,liver
55445,SRX5498135,hg19,liver
55446,SRX5498136,hg19,liver
55447,SRX5498137,hg19,liver
55448,SRX5498138,hg19,liver
55449,SRX5498139,hg19,liver
55450,SRX5498140,hg19,liver
55451,SRX5498141,hg19,liver
55452,SRX5498142,hg19,liver
55453,SRX5498143,hg19,liver
55454,SRX5498144,hg19,liver
55455,SRX5498145,hg19,liver
55456,SRX5498146,hg19,liver
55457,SRX5498147,hg19,liver
55458,SRX5498148,hg19,liver
55459,SRX5498149,hg19,liver
55460,SRX5498150,hg19,liver
55461,SRX5498151,hg19,liver
55462,SRX5498152,hg19,liver
55463,SRX5498153,hg19,liver
55464,SRX5498154,hg19,liver
55465,SRX5498155,hg19,liver
55466,SRX5498156,hg19,liver
55467,SRX5498157,hg19,liver
55468,SRX5498158,hg19,liver
55469,SRX5498159,hg19,liver
55470,SRX5498160,hg19,liver
55471,SRX5498161,hg19,liver
55472,SRX5498162,hg19,liver
55473,SRX5498163,hg19,liver
55474,SRX5498164,hg19,liver
55475,SRX5498165,hg19,liver
55476,SRX5498166,hg19,liver
55477,SRX5498167,hg19,liver
55478,SRX5498168,hg19,liver
55479,SRX5498169,hg19,liver
55480,SRX5498170,hg19,liver
55481,SRX5498171,hg19,liver
55482,SRX5498172,hg19,liver
55483,SRX5498173,hg19,liver
55484,SRX5498174,hg19,liver
55485,SRX5498175,hg19,liver
55486,SRX5498176,hg19,liver
55487,SRX5498177,hg19,liver
55488,SRX5498178,hg19,liver
55489,SRX5498179,hg19,liver
55490,SRX5498180,hg19,liver
55491,SRX5498181,hg19,liver
55492,SRX5498182,hg19,liver
55493,SRX5498183,hg19,liver
55494,SRX5498184,hg19,liver
55495,SRX5498185,hg19,liver
55496,SRX5498186,hg19,liver
55497,SRX5498187,hg19,liver
55498,SRX5498188,hg19,liver
55499,SRX5498189,hg19,liver
55500,SRX5498190,hg19,liver
55501,SRX5498191,hg19,liver
55502,SRX5498192,hg19,liver
55503,SRX5498193,hg19,liver
55504,SRX5498194,hg19,liver
55505,SRX5498195,hg19,liver
55506,SRX5498196,hg19,liver
55507,SRX5498197,hg19,liver
55508,SRX5498198,hg19,liver
55509,SRX5498199,hg19,liver
55510,SRX5498200,hg19,liver
55511,SRX5498201,hg19,liver
55512,SRX5498234,hg19,liver
55513,SRX5498235,hg19,liver
55514,SRX5498236,hg19,liver
55515,SRX5498237,hg19,liver
55516,SRX5498238,hg19,liver
55517,SRX5498239,hg19,liver
55518,SRX5498240,hg19,liver
55519,SRX5498241,hg19,liver
55520,SRX5498242,hg19,liver
55521,SRX5498243,hg19,liver
55522,SRX5498244,hg19,liver
55523,SRX5498245,hg19,liver
55524,SRX5498246,hg19,liver
55525,SRX5498247,hg19,liver
55526,SRX5498248,hg19,liver
55527,SRX5498249,hg19,liver
55528,SRX5498250,hg19,liver
55529,SRX5498251,hg19,liver
55530,SRX5498252,hg19,liver
55531,SRX5498253,hg19,liver
55532,SRX5498254,hg19,liver
55533,SRX5498255,hg19,liver
55534,SRX5498256,hg19,liver
55535,SRX5498257,hg19,liver
55536,SRX5498258,hg19,liver
55537,SRX5498259,hg19,liver
55538,SRX5498260,hg19,liver
55539,SRX5498261,hg19,liver
55540,SRX5498262,hg19,liver
55541,SRX5498263,hg19,liver
55542,SRX5498264,hg19,liver
55543,SRX5498265,hg19,liver
55544,SRX5498330,hg19,liver
55545,SRX5498331,hg19,liver
55546,SRX5498332,hg19,liver
55547,SRX5498333,hg19,liver
55548,SRX5498334,hg19,liver
55549,SRX5498335,hg19,liver
55550,SRX5498336,hg19,liver
55551,SRX5498337,hg19,liver
55552,SRX5498338,hg19,liver
55553,SRX5498339,hg19,liver
55554,SRX5498340,hg19,liver
55555,SRX5498341,hg19,liver
55556,SRX5498342,hg19,liver
55557,SRX5498343,hg19,liver
55558,SRX5498344,hg19,liver
55559,SRX5498345,hg19,liver
55560,SRX5498346,hg19,liver
55561,SRX5498347,hg19,liver
55562,SRX5498348,hg19,liver
55563,SRX5498349,hg19,liver
55564,SRX5498350,hg19,liver
55565,SRX5498351,hg19,liver
55566,SRX5498352,hg19,liver
55567,SRX5498353,hg19,liver
55568,SRX5498354,hg19,liver
55569,SRX5498355,hg19,liver
55570,SRX5498356,hg19,liver
55571,SRX5498357,hg19,liver
55572,SRX5498358,hg19,liver
55573,SRX5498359,hg19,liver
55574,SRX5498360,hg19,liver
55575,SRX5498361,hg19,liver
55576,SRX5498394,hg19,liver
55577,SRX5498395,hg19,liver
55578,SRX5498396,hg19,liver
55579,SRX5498397,hg19,liver
55580,SRX5498398,hg19,liver
55581,SRX5498399,hg19,liver
55582,SRX5498400,hg19,liver
55583,SRX5498401,hg19,liver
55584,SRX5498402,hg19,liver
55585,SRX5498403,hg19,liver
55586,SRX5498404,hg19,liver
55587,SRX5498405,hg19,liver
55588,SRX5498406,hg19,liver
55589,SRX5498407,hg19,liver
55590,SRX5498408,hg19,liver
55591,SRX5498409,hg19,liver
55592,SRX5498410,hg19,liver
55593,SRX5498411,hg19,liver
55594,SRX5498412,hg19,liver
55595,SRX5498413,hg19,liver
55596,SRX5498414,hg19,liver
55597,SRX5498415,hg19,liver
55598,SRX5498416,hg19,liver
55599,SRX5498417,hg19,liver
55600,SRX5498418,hg19,liver
55601,SRX5498419,hg19,liver
55602,SRX5498420,hg19,liver
55603,SRX5498421,hg19,liver
55604,SRX5498422,hg19,liver
55605,SRX5498423,hg19,liver
55606,SRX5498424,hg19,liver
55607,SRX5498425,hg19,liver
55608,SRX5498458,hg19,liver
55609,SRX5498459,hg19,liver
55610,SRX5498460,hg19,liver
55611,SRX5498461,hg19,liver
55612,SRX5498462,hg19,liver
55613,SRX5498463,hg19,liver
55614,SRX5498464,hg19,liver
55615,SRX5498465,hg19,liver
55616,SRX5498466,hg19,liver
55617,SRX5498467,hg19,liver
55618,SRX5498468,hg19,liver
55619,SRX5498469,hg19,liver
55620,SRX5498470,hg19,liver
55621,SRX5498471,hg19,liver
55622,SRX5498472,hg19,liver
55623,SRX5498473,hg19,liver
55624,SRX5498474,hg19,liver
55625,SRX5498475,hg19,liver
55626,SRX5498476,hg19,liver
55627,SRX5498477,hg19,liver
55628,SRX5498478,hg19,liver
55629,SRX5498479,hg19,liver
55630,SRX5498480,hg19,liver
55631,SRX5498481,hg19,liver
55632,SRX5498482,hg19,liver
55633,SRX5498483,hg19,liver
55634,SRX5498484,hg19,liver
55635,SRX5498485,hg19,liver
55636,SRX5498486,hg19,liver
55637,SRX5498487,hg19,liver
55638,SRX5498488,hg19,liver
55639,SRX5498489,hg19,liver
55640,SRX5498522,hg19,liver
55641,SRX5498523,hg19,liver
55642,SRX5498524,hg19,liver
55643,SRX5498525,hg19,liver
55644,SRX5498526,hg19,liver
55645,SRX5498527,hg19,liver
55646,SRX5498528,hg19,liver
55647,SRX5498529,hg19,liver
55648,SRX5498530,hg19,liver
55649,SRX5498531,hg19,liver
55650,SRX5498532,hg19,liver
55651,SRX5498533,hg19,liver
55652,SRX5498534,hg19,liver
55653,SRX5498535,hg19,liver
55654,SRX5498536,hg19,liver
55655,SRX5498537,hg19,liver
55656,SRX5498538,hg19,liver
55657,SRX5498539,hg19,liver
55658,SRX5498540,hg19,liver
55659,SRX5498541,hg19,liver
55660,SRX5498542,hg19,liver
55661,SRX5498543,hg19,liver
55662,SRX5498544,hg19,liver
55663,SRX5498545,hg19,liver
55664,SRX5498546,hg19,liver
55665,SRX5498547,hg19,liver
55666,SRX5498548,hg19,liver
55667,SRX5498549,hg19,liver
55668,SRX5498550,hg19,liver
55669,SRX5498551,hg19,liver
55670,SRX5498552,hg19,liver
55671,SRX5498553,hg19,liver
55678,SRX5503392,hg19,primary dermal fibroblasts
55679,SRX5503393,hg19,primary dermal fibroblasts
55680,SRX5503394,hg19,primary dermal fibroblasts
55681,SRX5503395,hg19,primary dermal fibroblasts
55682,SRX5503396,hg19,primary dermal fibroblasts
55745,SRX5516834,hg19,mesencephalon
55746,SRX5516835,hg19,mesencephalon
55747,SRX5516836,hg19,mesencephalon
55748,SRX5516837,hg19,mesencephalon
55749,SRX5516838,hg19,mesencephalon
55750,SRX5516839,hg19,mesencephalon
55751,SRX5516840,hg19,mesencephalon
55752,SRX5516841,hg19,mesencephalon
55753,SRX5516842,hg19,mesencephalon
55754,SRX5516843,hg19,mesencephalon
55755,SRX5516844,hg19,mesencephalon
55756,SRX5516845,hg19,mesencephalon
55757,SRX5516846,hg19,mesencephalon
55758,SRX5516847,hg19,mesencephalon
55759,SRX5516848,hg19,mesencephalon
55760,SRX5516849,hg19,mesencephalon
55761,SRX5516850,hg19,mesencephalon
55762,SRX5516851,hg19,mesencephalon
55763,SRX5516852,hg19,mesencephalon
55764,SRX5516853,hg19,mesencephalon
55765,SRX5516854,hg19,mesencephalon
55766,SRX5516855,hg19,mesencephalon
55767,SRX5516856,hg19,mesencephalon
55768,SRX5516857,hg19,mesencephalon
55769,SRX5522009,hg19,erythroid
55770,SRX5525074,hg19,skin
55804,SRX5549016,hg19,ra synovial fluid
55805,SRX5549017,hg19,ra synovial fluid
55806,SRX5549018,hg19,ra synovial fluid
55807,SRX5549019,hg19,ra synovial fluid
55808,SRX5549020,hg19,ra synovial fluid
55809,SRX5549021,hg19,ra synovial fluid
55985,SRX5588691,hg19,b cell precursor leukemia
55986,SRX5588692,hg19,b cell precursor leukemia
55994,SRX5600876,hg19,brain prefrontal cortex region tissues
55995,SRX5600877,hg19,brain prefrontal cortex region tissues
55996,SRX5600878,hg19,brain prefrontal cortex region tissues
55997,SRX5600879,hg19,brain prefrontal cortex region tissues
55998,SRX5600880,hg19,brain prefrontal cortex region tissues
55999,SRX5600881,hg19,brain prefrontal cortex region tissues
56000,SRX5600882,hg19,brain prefrontal cortex region tissues
56001,SRX5600883,hg19,brain prefrontal cortex region tissues
56002,SRX5600884,hg19,brain prefrontal cortex region tissues
56003,SRX5600885,hg19,brain prefrontal cortex region tissues
56004,SRX5600886,hg19,brain prefrontal cortex region tissues
56005,SRX5600887,hg19,brain prefrontal cortex region tissues
56006,SRX5600888,hg19,brain prefrontal cortex region tissues
56007,SRX5600889,hg19,brain prefrontal cortex region tissues
56008,SRX5600890,hg19,brain prefrontal cortex region tissues
56009,SRX5600891,hg19,brain prefrontal cortex region tissues
56010,SRX5600892,hg19,brain prefrontal cortex region tissues
56011,SRX5600893,hg19,brain prefrontal cortex region tissues
56012,SRX5600894,hg19,brain prefrontal cortex region tissues
56013,SRX5600895,hg19,brain prefrontal cortex region tissues
56014,SRX5600896,hg19,brain prefrontal cortex region tissues
56015,SRX5600897,hg19,brain prefrontal cortex region tissues
56016,SRX5600898,hg19,brain prefrontal cortex region tissues
56017,SRX5600899,hg19,brain prefrontal cortex region tissues
56018,SRX5600900,hg19,brain prefrontal cortex region tissues
56019,SRX5600901,hg19,brain prefrontal cortex region tissues
56020,SRX5600902,hg19,brain prefrontal cortex region tissues
56021,SRX5600903,hg19,brain prefrontal cortex region tissues
56022,SRX5600904,hg19,brain prefrontal cortex region tissues
56023,SRX5600905,hg19,brain prefrontal cortex region tissues
56024,SRX5600906,hg19,brain prefrontal cortex region tissues
56025,SRX5600907,hg19,brain prefrontal cortex region tissues
56026,SRX5600908,hg19,brain prefrontal cortex region tissues
56027,SRX5600909,hg19,brain prefrontal cortex region tissues
56028,SRX5600910,hg19,brain prefrontal cortex region tissues
56029,SRX5604663,hg19,lncap cells
56030,SRX5604664,hg19,lncap cells
56031,SRX5604665,hg19,lncap cells
56032,SRX5604666,hg19,lncap cells
56033,SRX5604667,hg19,lncap cells
56034,SRX5604668,hg19,lncap cells
56035,SRX5604669,hg19,lncap cells
56036,SRX5604670,hg19,lncap cells
56037,SRX5604671,hg19,lncap cells
56038,SRX5604672,hg19,lncap cells
56039,SRX5604673,hg19,lncap cells
56040,SRX5604674,hg19,lncap cells
56041,SRX5604675,hg19,lncap cells
56042,SRX5604676,hg19,lncap cells
56043,SRX5604677,hg19,lncap cells
56044,SRX5604678,hg19,lncap cells
56045,SRX5604679,hg19,lncap cells
56046,SRX5604680,hg19,lncap cells
56047,SRX5604681,hg19,pm154 organoids
56048,SRX5604682,hg19,pm154 organoids
56166,SRX5624363,hg19,peripheral blood
56167,SRX5624364,hg19,peripheral blood
56168,SRX5624365,hg19,peripheral blood
56169,SRX5624366,hg19,peripheral blood
56170,SRX5624367,hg19,peripheral blood
56171,SRX5624368,hg19,peripheral blood
56172,SRX5624369,hg19,peripheral blood
56173,SRX5624370,hg19,peripheral blood
56188,SRX5635337,hg19,liver
56189,SRX5635338,hg19,liver
56190,SRX5635339,hg19,liver
56191,SRX5635340,hg19,liver
56192,SRX5635341,hg19,liver
56232,SRX5651539,hg19,liver ductal organoids
56233,SRX5651540,hg19,liver ductal organoids
56234,SRX5651541,hg19,liver ductal organoids
56243,SRX5661979,hg19,kidney cortex
56244,SRX5661980,hg19,kidney cortex
56245,SRX5661981,hg19,kidney cortex
56246,SRX5661982,hg19,kidney cortex
56247,SRX5661983,hg19,kidney cortex
56248,SRX5661984,hg19,kidney cortex
56249,SRX5661985,hg19,kidney cortex
56250,SRX5661986,hg19,kidney cortex
56251,SRX5661987,hg19,kidney cortex
56252,SRX5661988,hg19,kidney cortex
56253,SRX5661989,hg19,kidney cortex
56254,SRX5661990,hg19,kidney cortex
56255,SRX5661991,hg19,kidney cortex
56286,SRX5673015,hg19,mutui cell
56287,SRX5673016,hg19,mutui cell
56330,SRX5705796,hg19,cardiomyocytes
56331,SRX5705797,hg19,cardiomyocytes
56332,SRX5705798,hg19,cardiomyocytes
56333,SRX5705799,hg19,cardiomyocytes
56334,SRX5705800,hg19,cardiomyocytes
56335,SRX5705801,hg19,cardiomyocytes
56336,SRX5705802,hg19,cardiomyocytes
56337,SRX5705803,hg19,cardiomyocytes
56338,SRX5705804,hg19,cardiomyocytes
56339,SRX5705805,hg19,cardiomyocytes
56340,SRX5706665,hg19,great saphenous vein
56341,SRX5706666,hg19,renal artery
56342,SRX5706667,hg19,great saphenous vein
56343,SRX5706668,hg19,great saphenous vein
56344,SRX5706669,hg19,great saphenous vein
56345,SRX5706670,hg19,great saphenous vein
56346,SRX5706671,hg19,great saphenous vein
56347,SRX5706672,hg19,great saphenous vein
56348,SRX5706673,hg19,renal artery
56349,SRX5706674,hg19,renal artery
56350,SRX5706675,hg19,renal artery
56351,SRX5706676,hg19,renal artery
56352,SRX5706677,hg19,renal artery
56353,SRX5706678,hg19,renal artery
56354,SRX5706679,hg19,renal artery
56355,SRX5706680,hg19,renal artery
56356,SRX5706681,hg19,renal artery
56357,SRX5706682,hg19,renal artery
56358,SRX5706683,hg19,renal artery
56359,SRX5706684,hg19,renal artery
56360,SRX5706685,hg19,umbilical vein
56361,SRX5706686,hg19,umbilical vein
56362,SRX5706687,hg19,renal artery
56363,SRX5706688,hg19,renal artery
56364,SRX5706689,hg19,renal artery
56365,SRX5706690,hg19,renal artery
56366,SRX5706691,hg19,renal artery
56367,SRX5706692,hg19,renal artery
56368,SRX5706693,hg19,renal artery
56369,SRX5706694,hg19,renal artery
56370,SRX5706695,hg19,umbilical vein
56371,SRX5706696,hg19,umbilical vein
56372,SRX5706697,hg19,umbilical vein
56373,SRX5706698,hg19,umbilical vein
56374,SRX5706699,hg19,umbilical vein
56375,SRX5706700,hg19,umbilical vein
56376,SRX5706701,hg19,umbilical artery
56377,SRX5706702,hg19,umbilical vein
56378,SRX5706703,hg19,umbilical artery
56379,SRX5706704,hg19,umbilical artery
56380,SRX5706705,hg19,common carotid artery
56381,SRX5706706,hg19,common carotid artery
56382,SRX5706707,hg19,common carotid artery
56383,SRX5706708,hg19,common carotid artery
56384,SRX5706709,hg19,common carotid artery
56385,SRX5706710,hg19,common carotid artery
56386,SRX5706711,hg19,common carotid artery
56387,SRX5706712,hg19,common carotid artery
56388,SRX5706713,hg19,common carotid artery
56389,SRX5706714,hg19,common carotid artery
