,Experiment_ID,Genome,cell line
49444,SRX4525854,hg19,ttc1240
49445,SRX4525855,hg19,ttc1240
49446,SRX4525856,hg19,ttc1240
49447,SRX4525857,hg19,aska
49448,SRX4525858,hg19,aska
49449,SRX4525861,hg19,molm13
49450,SRX4529821,hg19,peo1
49451,SRX4529822,hg19,peo1
49452,SRX4529823,hg19,peo1
49453,SRX4529824,hg19,peo1
49454,SRX4529825,hg19,peo1
49455,SRX4529826,hg19,peo1
49456,SRX4529827,hg19,ovca429
49457,SRX4529828,hg19,ovca429
49458,SRX4529829,hg19,ovca429
49459,SRX4529830,hg19,ovca429
49460,SRX4529831,hg19,ovca429
49461,SRX4529832,hg19,ovca429
49462,SRX4529833,hg19,skov3
49463,SRX4529834,hg19,skov3
49464,SRX4529835,hg19,skov3
49465,SRX4529836,hg19,skov3
49466,SRX4529837,hg19,skov3
49467,SRX4529838,hg19,skov3
49468,SRX4529839,hg19,heya8
49469,SRX4529840,hg19,heya8
49470,SRX4529841,hg19,heya8
49471,SRX4529842,hg19,heya8
49472,SRX4529843,hg19,heya8
49473,SRX4529844,hg19,heya8
49474,SRX4529845,hg19,ovca429
49475,SRX4529846,hg19,ovca429
49476,SRX4529847,hg19,ovca429
49477,SRX4529848,hg19,ovca429
49478,SRX4529849,hg19,ovca429
49479,SRX4529850,hg19,ovca429
49480,SRX4529851,hg19,ovca429
49481,SRX4529852,hg19,ovca429
49482,SRX4529853,hg19,ovca429
49483,SRX4529854,hg19,ovca429
49484,SRX4529855,hg19,ovca429
49485,SRX4529856,hg19,ovca429
49494,SRX4547363,hg19,bt474
49495,SRX4547364,hg19,bt474
49496,SRX4547365,hg19,bt474
49497,SRX4547366,hg19,bt474
49498,SRX4547367,hg19,bt474
49499,SRX4547368,hg19,bt474
49500,SRX4547369,hg19,bt474
49501,SRX4547370,hg19,bt474
49502,SRX4547371,hg19,bt474
49503,SRX4547372,hg19,fulvr
49504,SRX4547373,hg19,fulvr
49505,SRX4547374,hg19,fulvr
49506,SRX4547375,hg19,fulvr
49507,SRX4547376,hg19,fulvr
49508,SRX4547377,hg19,fulvr
49509,SRX4547378,hg19,fulvr
49510,SRX4547379,hg19,fulvr
49511,SRX4547380,hg19,fulvr
49512,SRX4547381,hg19,sum159
49513,SRX4547382,hg19,sum159
49514,SRX4547383,hg19,sum159
49515,SRX4547384,hg19,sum159
49516,SRX4547385,hg19,sum159
49517,SRX4547386,hg19,sum159
49518,SRX4547387,hg19,sum159
49519,SRX4547388,hg19,sum159
49520,SRX4547389,hg19,sum159
49521,SRX4547390,hg19,t47d
49522,SRX4547391,hg19,t47d
49523,SRX4547392,hg19,t47d
49524,SRX4547393,hg19,t47d
49525,SRX4547394,hg19,t47d
49526,SRX4547395,hg19,t47d
49527,SRX4547396,hg19,t47d
49528,SRX4547397,hg19,t47d
49529,SRX4547398,hg19,t47d
49530,SRX4547399,hg19,zr75
49531,SRX4547400,hg19,zr75
49532,SRX4547401,hg19,zr75
49533,SRX4547402,hg19,zr75
49534,SRX4547403,hg19,zr75
49535,SRX4547404,hg19,zr75
49536,SRX4547405,hg19,zr75
49537,SRX4547406,hg19,zr75
49538,SRX4547407,hg19,zr75
49539,SRX4547408,hg19,mcf7
49540,SRX4547409,hg19,mcf7
49541,SRX4547410,hg19,mcf7
49542,SRX4547411,hg19,mcf7
49543,SRX4547412,hg19,mcf7
49544,SRX4547413,hg19,mcf7
49545,SRX4547414,hg19,fulvr
49546,SRX4547415,hg19,fulvr
49547,SRX4547416,hg19,fulvr
49548,SRX4547417,hg19,mcf7
49549,SRX4547418,hg19,mcf7
49550,SRX4547419,hg19,mcf7
49551,SRX4547420,hg19,mcf7
49552,SRX4547421,hg19,mcf7
49553,SRX4547422,hg19,mcf7
49554,SRX4547423,hg19,mcf7
49555,SRX4547424,hg19,mcf7
49556,SRX4547425,hg19,mcf7
49557,SRX4547426,hg19,mcf7
49558,SRX4547427,hg19,mcf7
49559,SRX4547428,hg19,mcf7
49560,SRX4547429,hg19,mcf7
49561,SRX4547430,hg19,mcf7
49562,SRX4547431,hg19,mcf7
49586,SRX4555898,hg19,hek293
49587,SRX4555899,hg19,hek293
49588,SRX4555900,hg19,hek293
49589,SRX4555901,hg19,hek293
49590,SRX4555902,hg19,hek293
49591,SRX4555903,hg19,hek293
49592,SRX4555904,hg19,hek293
49593,SRX4555905,hg19,hek293
49594,SRX4555906,hg19,hek293
49595,SRX4555907,hg19,hek293
49596,SRX4555908,hg19,hek293
49597,SRX4555909,hg19,hek293
49600,SRX4560713,hg19,epithelial carcinoma
49601,SRX4560714,hg19,epithelial carcinoma
49602,SRX4560715,hg19,epithelial carcinoma
49603,SRX4561210,hg19,rh41
49604,SRX4561211,hg19,rh41
49605,SRX456681,hg19,k562
49606,SRX456682,hg19,k562
49607,SRX456683,hg19,k562
49608,SRX456684,hg19,k562
49609,SRX456685,hg19,k562
49610,SRX456686,hg19,k562
49611,SRX456687,hg19,k562
49612,SRX456688,hg19,k562
49613,SRX456689,hg19,k562
49619,SRX4574091,hg19,hek293
49620,SRX4574092,hg19,hek293
49621,SRX4574093,hg19,hek293
49622,SRX4574094,hg19,hek293
49623,SRX4574095,hg19,hek293
49624,SRX4574096,hg19,hek293
49625,SRX4574097,hg19,hek293
49626,SRX4574098,hg19,hek293
49722,SRX4607439,hg19,thp1
49723,SRX4607440,hg19,thp1
49724,SRX4607441,hg19,thp1
49725,SRX4607442,hg19,thp1
49726,SRX4607443,hg19,thp1
49727,SRX4607464,hg19,prostate carcinoma cell line 22rv1
49728,SRX4607465,hg19,prostate carcinoma cell line 22rv1
49729,SRX4607466,hg19,prostate carcinoma cell line 22rv1
49730,SRX4607467,hg19,prostate carcinoma cell line 22rv1
49731,SRX4607468,hg19,prostate carcinoma cell line 22rv1
49732,SRX4607469,hg19,prostate carcinoma cell line 22rv1
49733,SRX4607470,hg19,prostate carcinoma cell line 22rv1
49734,SRX4607471,hg19,prostate carcinoma cell line 22rv1
49735,SRX4609168,hg19,sudhl4
49736,SRX4609169,hg19,sudhl4
49737,SRX4609170,hg19,sudhl4
49738,SRX4609171,hg19,sudhl4
49739,SRX4609172,hg19,sudhl4
49740,SRX4609173,hg19,sudhl4
49783,SRX4611687,hg19,mcf7
49784,SRX4611688,hg19,mcf7
49785,SRX4611689,hg19,mcf7
49786,SRX4611690,hg19,mcf7
49787,SRX4611691,hg19,mcf7
49788,SRX4611692,hg19,mcf7
49789,SRX4611693,hg19,mcf7
49790,SRX4611694,hg19,mcf7
49791,SRX4611695,hg19,mcf7
49792,SRX4611696,hg19,mcf7
49793,SRX4611697,hg19,mcf7
49794,SRX4611698,hg19,mcf7
49795,SRX4611699,hg19,mcf7
49796,SRX4611700,hg19,mcf7
49797,SRX4611701,hg19,mcf7
49798,SRX4611702,hg19,mcf7
49799,SRX4611703,hg19,mcf7
49800,SRX4611704,hg19,mcf7
49801,SRX4611705,hg19,mcf7
49802,SRX4611706,hg19,mcf7
49803,SRX4611707,hg19,mcf7
49804,SRX4611708,hg19,mcf7
49805,SRX4611709,hg19,mcf7
49806,SRX4611710,hg19,mcf7
49807,SRX4611711,hg19,mcf7
49808,SRX4611712,hg19,mcf7
49809,SRX4611713,hg19,mcf7
49810,SRX4611714,hg19,mcf7
49811,SRX4611715,hg19,mcf7
49812,SRX4611716,hg19,mcf7
49813,SRX4611717,hg19,mcf7
49814,SRX4611718,hg19,mcf7
49815,SRX4611719,hg19,mcf7
49816,SRX4611720,hg19,mcf7
49817,SRX4611721,hg19,mcf7
49818,SRX4611722,hg19,mcf7
49819,SRX4611723,hg19,mcf7
49820,SRX4611724,hg19,mcf7
49821,SRX4611725,hg19,mcf7
49822,SRX4611726,hg19,mcf7
49823,SRX4611727,hg19,mcf7
49824,SRX4611728,hg19,mcf7
49825,SRX4611729,hg19,mcf7
49826,SRX4611730,hg19,mcf7
49827,SRX4611731,hg19,mcf7
49828,SRX4611732,hg19,mcf7
49829,SRX4611733,hg19,mcf7
49830,SRX4611734,hg19,mcf7
49831,SRX4611735,hg19,mcf7
49832,SRX4611736,hg19,mcf7
49833,SRX4611737,hg19,mcf7
49834,SRX4611738,hg19,mcf7
49835,SRX4611739,hg19,mcf7
49836,SRX4611740,hg19,mcf7
49837,SRX4611741,hg19,mcf7
49838,SRX4611742,hg19,mcf7
49839,SRX4611743,hg19,mcf7
49840,SRX4611744,hg19,mcf7
49841,SRX4611745,hg19,mcf7
49948,SRX4616056,hg19,lncap
49949,SRX4616057,hg19,lncap
49970,SRX4625890,hg19,embryonic kidney cell line hek293t
49971,SRX4625891,hg19,embryonic kidney cell line hek293t
49972,SRX4634576,hg19,lncap
49973,SRX4634577,hg19,lncap
49974,SRX4634578,hg19,lncap
49975,SRX4634579,hg19,lncap
49976,SRX4636575,hg19,hek293
49977,SRX4636576,hg19,hek293
49978,SRX4636577,hg19,hek293
49979,SRX4636578,hg19,hek293
49984,SRX4637974,hg19,jurkat
49987,SRX4641323,hg19,tmd8
49988,SRX4641324,hg19,tmd8
49989,SRX4643599,hg19,imr90
49990,SRX4643600,hg19,imr90
49991,SRX4643601,hg19,imr90
49992,SRX4643602,hg19,imr90
49993,SRX4643603,hg19,imr90
49994,SRX4643604,hg19,imr90
49995,SRX4643605,hg19,imr90
49996,SRX4643606,hg19,imr90
49997,SRX4643607,hg19,imr90
49998,SRX4643608,hg19,imr90
49999,SRX4643609,hg19,imr90
50000,SRX4643610,hg19,imr90
50001,SRX4643611,hg19,imr90
50002,SRX4643612,hg19,imr90
50003,SRX4643613,hg19,imr90
50004,SRX4643614,hg19,imr90
50005,SRX4643615,hg19,imr90
50006,SRX4643616,hg19,imr90
50042,SRX4649666,hg19,mcf10a
50043,SRX4649667,hg19,mcf10a
50044,SRX4649668,hg19,mcf10a
50045,SRX4649669,hg19,mcf10a
50046,SRX4649670,hg19,mcf10a
50047,SRX4649671,hg19,mcf10a
50048,SRX4649672,hg19,mcf10a
50049,SRX4649673,hg19,mcf10a
50050,SRX4649674,hg19,mcf10a
50051,SRX4649675,hg19,mcf10a
50052,SRX4649676,hg19,mcf10a
50053,SRX4649677,hg19,mcf10a
50174,SRX4664262,hg19,293
50175,SRX4664263,hg19,293
50176,SRX4664264,hg19,293
50177,SRX4664265,hg19,293
50178,SRX4664266,hg19,293 cfim25 ko
50179,SRX4664267,hg19,293 cfim25 ko
50180,SRX4664268,hg19,293 cfim25 ko
50181,SRX4664269,hg19,293 cfim25 ko
50210,SRX4668781,hg19,3028
50211,SRX4668782,hg19,3028
50212,SRX4668783,hg19,3128
50213,SRX4668784,hg19,3128
50214,SRX4668785,hg19,2229
50215,SRX4668786,hg19,2229
50216,SRX4668787,hg19,3655
50217,SRX4668788,hg19,3655
50218,SRX4668789,hg19,2223
50219,SRX4668790,hg19,2223
50220,SRX4668791,hg19,3332
50221,SRX4668792,hg19,3332
50222,SRX4668793,hg19,cw2012
50223,SRX4668794,hg19,cw2012
50224,SRX4668795,hg19,di28
50225,SRX4668796,hg19,di28
50226,SRX4668797,hg19,3214
50227,SRX4668798,hg19,3214
50228,SRX4668799,hg19,2097
50229,SRX4668800,hg19,2097
50230,SRX4668801,hg19,2455
50231,SRX4668802,hg19,2455
50232,SRX4668803,hg19,2481
50233,SRX4668804,hg19,2481
50234,SRX4668805,hg19,2489
50235,SRX4668806,hg19,2489
50236,SRX4668807,hg19,2519
50237,SRX4668808,hg19,2519
50238,SRX4668809,hg19,3264
50239,SRX4668810,hg19,3264
50240,SRX4668811,hg19,2566
50241,SRX4668812,hg19,2566
50242,SRX4668813,hg19,2576
50243,SRX4668814,hg19,2576
50244,SRX4668815,hg19,2647
50245,SRX4668816,hg19,2647
50246,SRX4668817,hg19,2687
50247,SRX4668818,hg19,2687
50248,SRX4668819,hg19,2726
50249,SRX4668820,hg19,2726
50250,SRX4668821,hg19,2894
50251,SRX4668822,hg19,2894
50252,SRX4668823,hg19,3057
50253,SRX4668824,hg19,3057
50254,SRX4668825,hg19,3069
50255,SRX4668826,hg19,3069
50256,SRX4668827,hg19,3117
50257,SRX4668828,hg19,3117
50258,SRX4668829,hg19,3126
50259,SRX4668830,hg19,3126
50260,SRX4668831,hg19,3136
50261,SRX4668832,hg19,3136
50262,SRX4668833,hg19,3145
50263,SRX4668834,hg19,3145
50264,SRX4668835,hg19,3164
50265,SRX4668836,hg19,3164
50266,SRX4668837,hg19,3226
50267,SRX4668838,hg19,3226
50268,SRX4668839,hg19,3274
50269,SRX4668840,hg19,3274
50270,SRX4668841,hg19,3291
50271,SRX4668842,hg19,3291
50272,SRX4668843,hg19,3295
50273,SRX4668844,hg19,3295
50274,SRX4668845,hg19,3335
50275,SRX4668846,hg19,3335
50276,SRX4668847,hg19,3363
50277,SRX4668848,hg19,3363
50278,SRX4668849,hg19,3367
50279,SRX4668850,hg19,3367
50280,SRX4668851,hg19,3381
50281,SRX4668852,hg19,3381
50282,SRX4668853,hg19,3463
50283,SRX4668854,hg19,3463
50284,SRX4668855,hg19,3545
50285,SRX4668856,hg19,3545
50286,SRX4668857,hg19,3570
50287,SRX4668858,hg19,3570
50288,SRX4668859,hg19,3665
50289,SRX4668860,hg19,3665
50290,SRX4668861,hg19,3688
50291,SRX4668862,hg19,3688
50292,SRX4668863,hg19,di102
50293,SRX4668864,hg19,di102
50294,SRX4668865,hg19,di36
50295,SRX4668866,hg19,di36
50296,SRX4668867,hg19,2545
50297,SRX4668868,hg19,2545
50298,SRX4668869,hg19,3388
50299,SRX4668870,hg19,3388
50300,SRX4668871,hg19,3438
50301,SRX4668872,hg19,3438
50302,SRX4668873,hg19,3028
50303,SRX4668874,hg19,3028
50304,SRX4668875,hg19,hsjd001
50305,SRX4668876,hg19,hsjd001
50306,SRX4668877,hg19,rki
50307,SRX4668878,hg19,rki
50308,SRX4668879,hg19,3136
50309,SRX4668880,hg19,3136
50310,SRX4668881,hg19,2997
50311,SRX4668882,hg19,2997
50312,SRX4668883,hg19,hsjd007
50313,SRX4668884,hg19,hsjd007
50314,SRX4668885,hg19,3565
50315,SRX4668886,hg19,3565
50318,SRX4668889,hg19,3128
50319,SRX4668890,hg19,3128
50320,SRX4668891,hg19,cw738
50321,SRX4668892,hg19,cw738
50322,SRX4668893,hg19,mes20
50323,SRX4668894,hg19,mes20
50324,SRX4668895,hg19,1552
50325,SRX4668896,hg19,1552
50326,SRX4668897,hg19,1953
50327,SRX4668898,hg19,1953
50328,SRX4668899,hg19,2229
50329,SRX4668900,hg19,2229
50330,SRX4668901,hg19,pnmnk1
50331,SRX4668902,hg19,pnmnk1
50332,SRX4668903,hg19,3752
50333,SRX4668904,hg19,3752
50334,SRX4668905,hg19,1919
50335,SRX4668906,hg19,1919
50336,SRX4668907,hg19,mesmn1
50337,SRX4668908,hg19,mesmn1
50338,SRX4668909,hg19,1806
50339,SRX4668910,hg19,1806
50340,SRX4668911,hg19,3679
50341,SRX4668912,hg19,3679
50342,SRX4668913,hg19,3655
50343,SRX4668914,hg19,3655
50344,SRX4668915,hg19,2235
50345,SRX4668916,hg19,2235
50346,SRX4668917,hg19,3094
50347,SRX4668918,hg19,3094
50348,SRX4668919,hg19,2223
50349,SRX4668920,hg19,2223
50350,SRX4668921,hg19,3332
50351,SRX4668922,hg19,3332
50352,SRX4668923,hg19,cw2012
50353,SRX4668924,hg19,cw2012
50354,SRX4668925,hg19,dix28
50355,SRX4668926,hg19,dix28
50356,SRX4668927,hg19,1517
50357,SRX4668928,hg19,1517
50358,SRX4668929,hg19,1691b
50359,SRX4668930,hg19,1691b
50362,SRX4668933,hg19,2907
50363,SRX4668934,hg19,2907
50364,SRX4668935,hg19,3038
50365,SRX4668936,hg19,3038
50368,SRX4668939,hg19,3214
50369,SRX4668940,hg19,3214
50370,SRX4668941,hg19,cw839
50371,SRX4668942,hg19,cw839
50372,SRX4668943,hg19,dix18
50373,SRX4668944,hg19,dix18
50374,SRX4668945,hg19,hsjd012
50375,SRX4668946,hg19,hsjd012
50376,SRX4668947,hg19,mes28
50377,SRX4668948,hg19,mes28
50378,SRX4668949,hg19,3264
50379,SRX4668950,hg19,3264
50380,SRX4668951,hg19,670
50381,SRX4668952,hg19,670
50382,SRX4668953,hg19,classpb1
50383,SRX4668954,hg19,classpb1
50384,SRX4668955,hg19,cw789
50385,SRX4668956,hg19,cw789
50386,SRX4668957,hg19,gsc23
50387,SRX4668958,hg19,gsc23
50388,SRX4668959,hg19,nsc194
50389,SRX4668960,hg19,nsc194
50390,SRX4668961,hg19,ensa
50391,SRX4668962,hg19,ensa
50392,SRX4668963,hg19,hfnschindb
50393,SRX4668964,hg19,hfnschindb
50394,SRX4668965,hg19,hfnscfb
50395,SRX4668966,hg19,hfnscfb
50396,SRX4668967,hg19,cb660
50397,SRX4668968,hg19,cb660
50398,SRX4668969,hg19,nm53
50399,SRX4668970,hg19,nm53
50400,SRX4668971,hg19,nm176
50401,SRX4668972,hg19,nm176
50402,SRX4668973,hg19,nm177
50403,SRX4668974,hg19,nm177
50404,SRX4668975,hg19,nsc11
50405,SRX4668976,hg19,nsc11
50420,SRX4673793,hg19,a549
50421,SRX4673794,hg19,a549
50422,SRX4673795,hg19,a549
50423,SRX4673796,hg19,a549
50424,SRX4673797,hg19,a549
50425,SRX4673798,hg19,a549
50426,SRX4673799,hg19,a549
50429,SRX4677288,hg19,original panc1 cell line
50430,SRX4677289,hg19,panc1 clonal cell line
50431,SRX4677290,hg19,hoxb8 overexpressing panc1 cell line
50432,SRX4677291,hg19,cfpac1 clonal cell line
50433,SRX4677292,hg19,original cfpac1 cell line
50434,SRX4677294,hg19,original cfpac1 cell line
50435,SRX4677295,hg19,original cfpac1 cell line
50436,SRX4677296,hg19,cfpac1 clonal cell line
50438,SRX4677299,hg19,cfpac1 clonal cell line
50439,SRX4677300,hg19,cfpac1 clonal cell line
50452,SRX4680620,hg19,a673
50453,SRX4680621,hg19,a673
50454,SRX469058,hg19,imr90
50455,SRX469059,hg19,imr90
50456,SRX469060,hg19,imr90
50457,SRX469061,hg19,imr90
50458,SRX469107,hg19,skbr3
50459,SRX469108,hg19,skbr3
50460,SRX469109,hg19,skbr3
50500,SRX470039,hg19,vcap
50501,SRX470040,hg19,vcap
50502,SRX470066,hg19,293ft
50503,SRX470068,hg19,293ft
50504,SRX470069,hg19,293ft
50516,SRX4704621,hg19,rmg1
50517,SRX4704622,hg19,rmg1
50518,SRX4704623,hg19,rmg1
50519,SRX4704624,hg19,rmg1
50520,SRX4704625,hg19,rmg1
50521,SRX4704626,hg19,rmg1
50522,SRX4704627,hg19,rmg1
50523,SRX4704628,hg19,rmg1
50524,SRX4704629,hg19,rmg1
50525,SRX4704630,hg19,rmg1
50526,SRX4704631,hg19,rmg1
50547,SRX4705111,hg19,molm13
50548,SRX4705112,hg19,molm13
50549,SRX4705113,hg19,molm13
50550,SRX4705114,hg19,u937
50551,SRX4705115,hg19,u937
50552,SRX4705116,hg19,u937
50553,SRX4705117,hg19,u937
50554,SRX4705118,hg19,u937
50555,SRX4705119,hg19,jurkat
50556,SRX4705120,hg19,jurkat
50557,SRX4705121,hg19,molm13
50558,SRX4705122,hg19,u937
50559,SRX4705123,hg19,jurkat
50560,SRX4705124,hg19,kelly
50561,SRX4705125,hg19,kelly
50562,SRX4705126,hg19,kelly
50563,SRX4705127,hg19,kelly
50564,SRX4708013,hg19,hepg2
50565,SRX4708014,hg19,hepg2
50566,SRX4708015,hg19,hepg2
50567,SRX4708016,hg19,hepg2
50568,SRX4708017,hg19,hepg2
50569,SRX4708018,hg19,hepg2
50570,SRX4708019,hg19,hepg2
50571,SRX4708020,hg19,hepg2
50572,SRX4708021,hg19,hepg2
50573,SRX4708022,hg19,hepg2
50574,SRX4708023,hg19,hepg2
50575,SRX4708024,hg19,hepg2
50576,SRX4708025,hg19,hepg2
50577,SRX4708026,hg19,hepg2
50578,SRX4708027,hg19,hepg2
50579,SRX4708028,hg19,hepg2
50580,SRX4708029,hg19,hepg2
50581,SRX4708030,hg19,hepg2
50582,SRX4708031,hg19,hepg2
50583,SRX4708032,hg19,hepg2
50584,SRX4708033,hg19,hepg2
50585,SRX4708034,hg19,hepg2
50586,SRX4708035,hg19,hepg2
50587,SRX4708036,hg19,hepg2
50588,SRX4708037,hg19,hepg2
50589,SRX4708038,hg19,hepg2
50590,SRX4708039,hg19,hepg2
50591,SRX4708040,hg19,hepg2
50592,SRX4708041,hg19,hepg2
50593,SRX4708042,hg19,hepg2
50594,SRX4708043,hg19,hepg2
50595,SRX4708044,hg19,hepg2
50596,SRX4708045,hg19,hepg2
50597,SRX4708046,hg19,hepg2
50598,SRX4708047,hg19,hepg2
50599,SRX4708048,hg19,hepg2
50600,SRX4708049,hg19,hepg2
50601,SRX4708050,hg19,hepg2
50602,SRX4708051,hg19,hepg2
50603,SRX4708052,hg19,hepg2
50604,SRX4708053,hg19,hepg2
50605,SRX4708054,hg19,hepg2
50606,SRX4708055,hg19,hepg2
50607,SRX4708056,hg19,hepg2
50608,SRX4708057,hg19,hepg2
50609,SRX4708058,hg19,hepg2
50610,SRX4708059,hg19,hepg2
50611,SRX4708060,hg19,hepg2
50612,SRX4708061,hg19,k562
50613,SRX4708062,hg19,k562
50614,SRX4708063,hg19,k562
50615,SRX4708064,hg19,k562
50616,SRX4708065,hg19,k562
50617,SRX4708066,hg19,k562
50618,SRX4708067,hg19,k562
50619,SRX4708068,hg19,k562
50620,SRX4708069,hg19,k562
50621,SRX4708070,hg19,k562
50622,SRX4708071,hg19,k562
50623,SRX4708072,hg19,k562
50624,SRX4708073,hg19,k562
50625,SRX4708074,hg19,k562
50626,SRX4708075,hg19,k562
50627,SRX4708076,hg19,k562
50628,SRX4708077,hg19,k562
50629,SRX4708078,hg19,k562
50630,SRX4708079,hg19,k562
50631,SRX4708080,hg19,k562
50632,SRX4708081,hg19,k562
50633,SRX4708082,hg19,k562
50634,SRX4708083,hg19,k562
50635,SRX4708084,hg19,k562
50636,SRX4708085,hg19,k562
50637,SRX4708086,hg19,k562
50638,SRX4708087,hg19,k562
50639,SRX4708088,hg19,k562
50640,SRX4708089,hg19,k562
50641,SRX4708090,hg19,k562
50642,SRX4708091,hg19,k562
50643,SRX4708092,hg19,k562
50644,SRX4708093,hg19,k562
50645,SRX4708094,hg19,k562
50646,SRX4708095,hg19,k562
50647,SRX4708096,hg19,k562
50648,SRX4708097,hg19,k562
50649,SRX4708098,hg19,k562
50650,SRX4708099,hg19,k562
50651,SRX4708100,hg19,k562
50652,SRX4708101,hg19,k562
50653,SRX4708102,hg19,k562
50654,SRX4708103,hg19,k562
50655,SRX4708104,hg19,k562
50656,SRX4708105,hg19,k562
50657,SRX4708106,hg19,k562
50658,SRX4708107,hg19,hepg2
50659,SRX4708108,hg19,hepg2
50660,SRX4708109,hg19,hepg2
50661,SRX4708110,hg19,hepg2
50662,SRX4708111,hg19,hepg2
50663,SRX4708112,hg19,hepg2
50664,SRX4708113,hg19,hepg2
50665,SRX4708114,hg19,hepg2
50666,SRX4708115,hg19,hepg2
50667,SRX4708116,hg19,hepg2
50668,SRX4708117,hg19,hepg2
50669,SRX4708118,hg19,hepg2
50670,SRX4708119,hg19,hepg2
50671,SRX4708120,hg19,hepg2
50672,SRX4708121,hg19,hepg2
50673,SRX4708122,hg19,hepg2
50695,SRX471207,hg19,lncap cell
50696,SRX471208,hg19,lncap cell
50697,SRX471209,hg19,lncap cell
50709,SRX4714451,hg19,t47d
50710,SRX4714452,hg19,t47d
50711,SRX4714453,hg19,t47d
50712,SRX4714454,hg19,t47d
50713,SRX4714455,hg19,t47d
50714,SRX4714456,hg19,t47d
50715,SRX4714457,hg19,t47d
50716,SRX4714458,hg19,t47d
50717,SRX4714459,hg19,mc10a
50718,SRX4714460,hg19,mc10a
50719,SRX4714461,hg19,mc10a
50720,SRX4714462,hg19,mc10a
50721,SRX4714463,hg19,mc10a
50722,SRX4714464,hg19,mc10a
50723,SRX4714465,hg19,mc10a
50724,SRX4714466,hg19,mc10a
50725,SRX4714467,hg19,t98g
50726,SRX4714468,hg19,t98g
50727,SRX4714469,hg19,t98g
50728,SRX4714470,hg19,t98g
50729,SRX4714471,hg19,imr90
50730,SRX4714472,hg19,imr90
50731,SRX4714473,hg19,imr90
50732,SRX4714474,hg19,t47d
50733,SRX4714475,hg19,t47d
50734,SRX4714476,hg19,t47d
50735,SRX4714477,hg19,t47d
50736,SRX4714478,hg19,t47d
50737,SRX4714479,hg19,t47d
50738,SRX4714480,hg19,t47d
50739,SRX4714481,hg19,t47d
50740,SRX4714482,hg19,t98g
50769,SRX471847,hg19,vcap
50770,SRX471848,hg19,vcap
50771,SRX471849,hg19,vcap
50772,SRX471850,hg19,vcap
50773,SRX471851,hg19,vcap
50774,SRX471852,hg19,vcap
50775,SRX471853,hg19,vcap
50776,SRX471854,hg19,vcap
50777,SRX471855,hg19,vcap
50778,SRX471856,hg19,vcap
50779,SRX471857,hg19,vcap
50780,SRX471858,hg19,vcap
50781,SRX471859,hg19,vcap
50782,SRX471867,hg19,vcap
50783,SRX471868,hg19,vcap
50784,SRX471869,hg19,vcap
50785,SRX471870,hg19,vcap
50786,SRX471871,hg19,vcap
50787,SRX471872,hg19,vcap
50788,SRX471873,hg19,vcap
50789,SRX471874,hg19,vcap
50790,SRX471875,hg19,vcap
50791,SRX471877,hg19,vcap
50792,SRX471878,hg19,vcap
50793,SRX471879,hg19,vcap
50794,SRX471880,hg19,vcap
50795,SRX471881,hg19,vcap
50799,SRX4720444,hg19,sw480
50800,SRX4720445,hg19,sw480
50801,SRX4720446,hg19,sw480
50802,SRX4720447,hg19,sw480
50803,SRX4720448,hg19,sw480
50804,SRX4720449,hg19,sw480
50805,SRX4720450,hg19,sw480
50806,SRX4720451,hg19,sw480
50807,SRX4720452,hg19,sw480
50808,SRX4720453,hg19,sw480
50809,SRX4720454,hg19,sw480
50810,SRX4720455,hg19,sw480
50811,SRX4720456,hg19,sw480
50812,SRX4720457,hg19,sw480
50813,SRX4720458,hg19,sw480
50814,SRX4720459,hg19,sw480
50815,SRX4720460,hg19,sw480
50816,SRX4720461,hg19,sw480
50817,SRX4720462,hg19,sw480
50818,SRX4720463,hg19,sw480
50819,SRX4720464,hg19,sw480
50820,SRX4720465,hg19,sw480
50821,SRX4720466,hg19,sw480
50822,SRX4720467,hg19,sw480
50823,SRX4720468,hg19,sw480
50824,SRX4720469,hg19,sw480
50825,SRX4720470,hg19,sw480
50826,SRX4720471,hg19,sw480
50827,SRX4720472,hg19,sw480
50828,SRX4720473,hg19,sw480
50829,SRX4720474,hg19,sw480
50830,SRX4720475,hg19,sw480
50831,SRX4720476,hg19,sw480
50832,SRX4720477,hg19,sw480
50833,SRX4720478,hg19,sw480
50834,SRX4720479,hg19,sw480
50835,SRX4720480,hg19,sw480
50836,SRX4720481,hg19,sw480
50837,SRX4720482,hg19,sw480
50838,SRX4720483,hg19,sw480
50839,SRX4720613,hg19,g401
50840,SRX4720614,hg19,g401
50841,SRX4720615,hg19,g401
50842,SRX4720616,hg19,g401
50843,SRX4720617,hg19,g401
50844,SRX4720618,hg19,g401
50845,SRX4720619,hg19,g401
50846,SRX4720620,hg19,g401
50847,SRX4720621,hg19,g401
50848,SRX4720622,hg19,g401
50849,SRX4720623,hg19,g401
50864,SRX4727564,hg19,molt4
50867,SRX4727907,hg19,derived from h9
50868,SRX4727908,hg19,derived from h9
50869,SRX4727909,hg19,derived from h9
50870,SRX4727910,hg19,h9
50871,SRX4727911,hg19,h9
50872,SRX4727912,hg19,h9
50873,SRX4727913,hg19,h9
50874,SRX4727914,hg19,h9
50875,SRX4727915,hg19,h9
50884,SRX472900,hg19,mrc5
50885,SRX472901,hg19,mrc5
50886,SRX472902,hg19,mrc5
50887,SRX472903,hg19,mrc5
